sent_id,occurrence_index,sentence_text,token_form,gold_deprel,stanza_deprel,gold_case_marker,stanza_case_marker,gold_verifier_rule_id,stanza_verifier_rule_id,gold_final_decision,stanza_final_decision,gold_final_candidates,stanza_final_candidates,deprel_agree,case_marker_agree,rule_id_agree,final_decision_agree
dev-s622,1,"अंततः इन नेताओं को संशोधित घोषणा जारी करनी पड़ी, जिसमें आतंकवाद से लड़ने की चुनौती फेहरिस्त में सबसे ऊपर थी ।",सबसे,acl:relcl,amod,ऊपर,,,,no_decision,no_decision,,,no,no,yes,yes
dev-s623,1,"ग्लेनईगल्स में जी - ८ के जो नेता तापमान परिवर्तन और अफ्रीका की गरीबी की बात कर रहे थे, वे इस्लामी आतंकवाद के खिलाफ अंतर्राष्ट्रीय मुहिम में तेजी की वकालत करने लगे ।",गरीबी,conj,conj,,की,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s623,1,"ग्लेनईगल्स में जी - ८ के जो नेता तापमान परिवर्तन और अफ्रीका की गरीबी की बात कर रहे थे, वे इस्लामी आतंकवाद के खिलाफ अंतर्राष्ट्रीय मुहिम में तेजी की वकालत करने लगे ।",परिवर्तन,nmod,nmod,की,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s66,1,इसके बगल में ही बिरला धर्मशाला है ।,इसके,nmod,nmod,,बगल,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s66,1,इसके बगल में ही बिरला धर्मशाला है ।,बगल,nmod,case,में,,,,no_decision,no_decision,,,no,no,yes,yes
dev-s674,1,शाह ने कहा कि रामदास चाहते हैं कि भारत में मेडिकल शिक्षा और स्वास्थ्य सेवाओं का भरपूर विस्तार हो ।,शिक्षा,nmod,nmod,का,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s674,1,शाह ने कहा कि रामदास चाहते हैं कि भारत में मेडिकल शिक्षा और स्वास्थ्य सेवाओं का भरपूर विस्तार हो ।,सेवाओं,conj,conj,,का,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s690,1,"केंद्र की सलाह को स्वीकार करते हुए जस्टिस वाई. के. सब्बरवाल, जस्टिस के. जी. बालकृष्ण, जस्टिस बी. एन. अग्रवाल, जस्टिस अशोक भान और जस्टिस अजित पसायत की खंडपीठ ने संविधान के अनुच्छेद ३६१ के तहत अदालती कार्यवाही के मामले में राज्यपाल को प्राप्त विशेषाधिकार का हवाला देते हुए कहा कि अदालत राज्यपाल को नोटिस जारी नहीं करेगी ।",पसायत,conj,conj,,की,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s690,1,"केंद्र की सलाह को स्वीकार करते हुए जस्टिस वाई. के. सब्बरवाल, जस्टिस के. जी. बालकृष्ण, जस्टिस बी. एन. अग्रवाल, जस्टिस अशोक भान और जस्टिस अजित पसायत की खंडपीठ ने संविधान के अनुच्छेद ३६१ के तहत अदालती कार्यवाही के मामले में राज्यपाल को प्राप्त विशेषाधिकार का हवाला देते हुए कहा कि अदालत राज्यपाल को नोटिस जारी नहीं करेगी ।",सब्बरवाल,nmod,nmod,की,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s698,1,वहीं पंजी प्रावधान के मामले में थल सेना की अनदेखी की गई है तो वायु और नौ सेना के आवंटन में मामूली बढ़ोतरी हुई है ।,वायु,nmod,nmod,,के,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s698,2,वहीं पंजी प्रावधान के मामले में थल सेना की अनदेखी की गई है तो वायु और नौ सेना के आवंटन में मामूली बढ़ोतरी हुई है ।,सेना,nmod,conj,के,,,,no_decision,no_decision,,,no,no,yes,yes
dev-s703,2,रक्षा बजट में इस वृद्धि के बावजूद भारत का रक्षा खर्च सकल घरेलू उत्पाद का सिर्फ २.५ फीसदी है जो चीन के ६ फीसदी और पाकिस्तान के ५.५ फीसदी की अपेक्षा बहुत कम है ।,फीसदी,nmod,nmod,की,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s703,3,रक्षा बजट में इस वृद्धि के बावजूद भारत का रक्षा खर्च सकल घरेलू उत्पाद का सिर्फ २.५ फीसदी है जो चीन के ६ फीसदी और पाकिस्तान के ५.५ फीसदी की अपेक्षा बहुत कम है ।,फीसदी,conj,conj,,की,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s705,1,अगर पूँजी प्रावधानों पर नजर दौड़ाई जाए तो थल सेना के लिए बजट अनुमान में कमी आई है जबकि वायु और नौ सेना के लिए मामूली वृद्धि की गई है ।,वायु,nmod,obl,,के,,,no_decision,mapping_hypothesis,,Adhikaraṇa|Apādāna|Karaṇa,no,no,yes,no
dev-s705,2,अगर पूँजी प्रावधानों पर नजर दौड़ाई जाए तो थल सेना के लिए बजट अनुमान में कमी आई है जबकि वायु और नौ सेना के लिए मामूली वृद्धि की गई है ।,सेना,obl,conj,के,,,,mapping_hypothesis,no_decision,Adhikaraṇa|Apādāna|Karaṇa,,no,no,yes,no
dev-s73,1,दिल्‍ली और लखनऊ से पर्यटन विभाग की ओर से भी विदेशी और घरेलू पर्यटकों के लिए वाहन और रहने की व्‍यवस्‍था की जाती है ।,वाहन,nmod,nmod,की,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s735,1,जबकि ससुर को कोई सजा तो दूर उसे 'आजादी' बख्श दी ।,सजा,nmod,obl,,दूर,,,no_decision,mapping_hypothesis,,Adhikaraṇa|Apādāna|Karaṇa,no,no,yes,no
dev-s767,1,उन्होंने कहा कि मैं भाजपा के राष्ट्रवाद और आत्मविश्वास की विचार धारा से पूरी तरह प्रभावित हूँ ।,आत्मविश्वास,conj,conj,की,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s767,1,उन्होंने कहा कि मैं भाजपा के राष्ट्रवाद और आत्मविश्वास की विचार धारा से पूरी तरह प्रभावित हूँ ।,राष्ट्रवाद,nmod,nmod,,की,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s773,1,लोक जनशक्ति पार्टी (लोजपा) अध्यक्ष राम विलास पासवान ने बिहार में होने वाले विधानसभा चुनाव में एक बार फिर से राष्ट्रीय जनता दल (राजद) व भारतीय जनता पार्टी (भाजपा) के साथ किसी प्रकार के तालमेल की संभावना से इनकार किया है ।,साथ,conj,dislocated,के,,,,no_decision,no_decision,,,no,no,yes,yes
dev-s777,1,पासवान ने कहा कि उन्होंने मंगलवार को सोनिया गांधी व प्रधानमंत्री मनमोहन सिंह से मुलाकात की थी ।,गांधी,obj,obj,से,,,,mapping_hypothesis,mapping_hypothesis,Karma,Karma,yes,no,yes,yes
dev-s777,1,पासवान ने कहा कि उन्होंने मंगलवार को सोनिया गांधी व प्रधानमंत्री मनमोहन सिंह से मुलाकात की थी ।,सिंह,conj,conj,,से,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s819,1,"अखबार के मुताबिक, भारत, ईरान, पाकिस्तान, इस्त्राइल, सीरिया और मिस्त्र के संगठनों को निर्यात के प्रति भी एमआई ५ ने आगाह किया है ।",भारत,nmod,nmod,के,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s819,1,"अखबार के मुताबिक, भारत, ईरान, पाकिस्तान, इस्त्राइल, सीरिया और मिस्त्र के संगठनों को निर्यात के प्रति भी एमआई ५ ने आगाह किया है ।",मिस्त्र,conj,conj,,के,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s820,1,एमआई ५ द्वारा संकलित १७ नौ के दस्तावेज में लंदन स्थित पाकिस्तानी उच्चायोग समेत ९५ पाकिस्तानी संगठनों और विभिन्न सरकारी निकायों का उल्लेख है ।,निकायों,conj,conj,,का,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s820,1,एमआई ५ द्वारा संकलित १७ नौ के दस्तावेज में लंदन स्थित पाकिस्तानी उच्चायोग समेत ९५ पाकिस्तानी संगठनों और विभिन्न सरकारी निकायों का उल्लेख है ।,संगठनों,nmod,nmod,का,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s823,1,गौरतलब है कि शुक्रवार को संयुक्त राष्ट्र संघ की परमाणु मामले की निगरानी करने वाली संस्था अंतरराष्ट्रीय परमाणु ऊर्जा एजेंसी (आईएईए) और इसके प्रमुख मोहम्मद अलबरदेई को संयुक्त रूप से इस साल शांति के क्षेत्र में दिए जाने वाले नोबेल पुरस्कार के लिए चुना गया ।,अलबरदेई,conj,conj,,को,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s823,1,गौरतलब है कि शुक्रवार को संयुक्त राष्ट्र संघ की परमाणु मामले की निगरानी करने वाली संस्था अंतरराष्ट्रीय परमाणु ऊर्जा एजेंसी (आईएईए) और इसके प्रमुख मोहम्मद अलबरदेई को संयुक्त रूप से इस साल शांति के क्षेत्र में दिए जाने वाले नोबेल पुरस्कार के लिए चुना गया ।,एजेंसी,obj,iobj,को,,R5,,ambiguous,mapping_hypothesis,Karma|Sampradāna,Sampradāna,no,no,no,no
dev-s835,1,"उपायुक्त ने कहा कि सतलुज के पानी का वेग बहुत अधिक है और यह पहाड़ी चट्टानों से गुजरती है, इसलिए डूबे लोगों के बचने की संभावना नहीं के बराबर है ।",नहीं,obl,advmod,के,,,,mapping_hypothesis,no_decision,Adhikaraṇa|Apādāna|Karaṇa,,no,no,yes,no
dev-s835,1,"उपायुक्त ने कहा कि सतलुज के पानी का वेग बहुत अधिक है और यह पहाड़ी चट्टानों से गुजरती है, इसलिए डूबे लोगों के बचने की संभावना नहीं के बराबर है ।",संभावना,nsubj,conj,,के,,,mapping_hypothesis,no_decision,Kartā,,no,no,yes,no
dev-s839,1,गौरतलब है कि सतलुज नदी में २६ जून को आई बाढ़ के कारण खारो व पोआरी में बने पुल बह गए थे ।,खारो,obl,obl,,में,,R2,mapping_hypothesis,confirmed,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa,yes,no,no,no
dev-s839,1,गौरतलब है कि सतलुज नदी में २६ जून को आई बाढ़ के कारण खारो व पोआरी में बने पुल बह गए थे ।,पोआरी,conj,conj,में,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s875,2,बीएसएनएल के उत्तरी कश्मीर के मंडलीय अभियंता राकेश वर्मा ने बताया कि जम्मू कश्मीर और पाकिस्तान के कब्जे वाले कश्मीर के यात्रियों की सुविधा के लिए कमान पोस्ट पर सात लाइनें व सलामाबाद में दस लाइनें बिछाई गई हैं ।,कश्मीर,nmod,nmod,,के,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s875,1,बीएसएनएल के उत्तरी कश्मीर के मंडलीय अभियंता राकेश वर्मा ने बताया कि जम्मू कश्मीर और पाकिस्तान के कब्जे वाले कश्मीर के यात्रियों की सुविधा के लिए कमान पोस्ट पर सात लाइनें व सलामाबाद में दस लाइनें बिछाई गई हैं ।,पाकिस्तान,nmod,conj,के,,,,no_decision,no_decision,,,no,no,yes,yes
dev-s913,1,"उन्होंने दूरसंचार, नागरिक उड्डयन और बीमा क्षेत्र में प्रत्यक्ष विदेशी निवेश की क्षेत्रवार सीमा बढ़ाने के फैसले पर पुनर्विचार करने की संभावना से इनकार किया है ।",क्षेत्र,conj,conj,में,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s913,1,"उन्होंने दूरसंचार, नागरिक उड्डयन और बीमा क्षेत्र में प्रत्यक्ष विदेशी निवेश की क्षेत्रवार सीमा बढ़ाने के फैसले पर पुनर्विचार करने की संभावना से इनकार किया है ।",दूरसंचार,obl,obl,,में,,R2,mapping_hypothesis,confirmed,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa,yes,no,no,no
dev-s918,1,वित्त मंत्री ने कहा कि एफडीआई तथा पूंजी बाजार के संबंध में हमने साहसी निर्णय लिए हैं ।,एफडीआई,obl,obl,,के,,,mapping_hypothesis,mapping_hypothesis,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,yes,yes
dev-s918,1,वित्त मंत्री ने कहा कि एफडीआई तथा पूंजी बाजार के संबंध में हमने साहसी निर्णय लिए हैं ।,बाजार,conj,conj,के,संबंध,,,no_decision,no_decision,,,yes,no,yes,yes
