ud_split,ud_sent_id,ud_text,hdtb_split,hdtb_file,hdtb_sentence_index,hdtb_text,similarity_score
dev,dev-s221,सीटों के इस विवाद से राज्य में सत्तारूढ़ भाजपा के खिलाफ एक मजबूत गठबंधन खड़ा करने की कोशिशों पर पानी फिर गया है ।,Development,fullnews_id_2580867_date_9_7_2004.dat,3,पंचसितारा होटल की सुविधाओं से युक्त जिम और स्पा में योग को टू मिनट नूडल्स की शक्ल में परोसा जा रहा है ।,0.4259
dev,dev-s221,सीटों के इस विवाद से राज्य में सत्तारूढ़ भाजपा के खिलाफ एक मजबूत गठबंधन खड़ा करने की कोशिशों पर पानी फिर गया है ।,Development,fullnews_id_2583223_date_9_7_2004.dat,3,शिकायत के बाद कल शाम से बेउर जेल में एक कार्यकारी मजिस्ट्रेट को भीड़ से निपटने के लिए तैनात कर दिया गया है ।,0.4000
dev,dev-s222,हालांकि कांग्रेस प्रवक्ता अभिषेक मनु सिंघवी के मुताबिक 'यूपीए एक ठोस गठबंधन है और राज्य की मौजूदा सरकार को सत्ता से बाहर करने में कोई संदेह नहीं है,Development,fullnews_id_2578384_date_7_7_2004.dat,7,हालांकि कांग्रेस प्रवक्ता अभिषेक मनु सिंघवी के मुताबिक ' यूपीए एक ठोस गठबंधन है और राज्य की मौजूदा सरकार को सत्ता से बाहर करने में कोई संदेह नहीं है,0.9966
dev,dev-s222,हालांकि कांग्रेस प्रवक्ता अभिषेक मनु सिंघवी के मुताबिक 'यूपीए एक ठोस गठबंधन है और राज्य की मौजूदा सरकार को सत्ता से बाहर करने में कोई संदेह नहीं है,Development,fullnews_id_2578386_date_7_7_2004.dat,15,नटवर सिंह को मंत्रिमंडल में बनाए रखने का बचाव करते हुए पार्टी प्रवक्ता अभिषेक मनु संघवी का कहना है कि सिर्फ आरोप की बुनियाद पर किसी को दोषी नहीं ठहराया जा सकता ।,0.4026
dev,dev-s222,हालांकि कांग्रेस प्रवक्ता अभिषेक मनु सिंघवी के मुताबिक 'यूपीए एक ठोस गठबंधन है और राज्य की मौजूदा सरकार को सत्ता से बाहर करने में कोई संदेह नहीं है,Development,fullnews_id_2580824_date_8_7_2004.dat,3,राज्य में यूपीए के घटकों के बीच चुनावी गठबंधन की संभावनाओं को खारिज करते हुए पासवान ने कहा कि बिहार में यूपीए गठबंधन प्रभावी नहीं है ।,0.3772
dev,dev-s226,कांग्रेस और झामुमो ने राज्य की बाकी १३ सीटें राजद और वाम दलों के लिए छोड़ी हैं ।,Development,fullnews_id_2578384_date_7_7_2004.dat,11,कांग्रेस और झामुमो ने राज्य की बाकी १३ सीटें राजद और वाम दलों के लिए छोड़ी हैं ।,0.9811
dev,dev-s226,कांग्रेस और झामुमो ने राज्य की बाकी १३ सीटें राजद और वाम दलों के लिए छोड़ी हैं ।,Development,fullnews_id_2578384_date_7_7_2004.dat,2,कांग्रेस और झारखंड मुक्ति मोरचा ने आज राज्य की ८१ सीटों में से ६८ सीटें आपस में बांट ली ।,0.5799
dev,dev-s226,कांग्रेस और झामुमो ने राज्य की बाकी १३ सीटें राजद और वाम दलों के लिए छोड़ी हैं ।,Development,fullnews_id_2578384_date_7_7_2004.dat,10,अब कांग्रेस की उम्मीदें सीपीआई की ओर से मिलने वाली दो सीटों पर टिकी हैं ।,0.4575
dev,dev-s243,"अदालत का मानना है कि ऐसे लोगों के आने से पेशे में पवित्रता, ईमानदारी और पारदर्शिता बढ़ेगी, क्योंकि कानूनी पेशे को ऐसे लोगों की जरूरत है, जो पूरी निष्ठा और निस्वार्थ भाव से दबे कुचले लोगों और पर्यावरण संरक्षण के मसले उठाएं ।",Development,fullnews_id_2578385_date_7_7_2004.dat,9,"अदालत का मानना है कि ऐसे लोगों के आने से पेशे में पवित्रता , ईमानदारी और पारदर्शिता बढ़ेगी , क्योंकि कानूनी पेशे को ऐसे लोगों की जरूरत है , जो पूरी निष्ठा और निस्वार्थ भाव से दबे कुचले लोगों और पर्यावरण संरक्षण के मसले उठाएं ।",0.9732
dev,dev-s243,"अदालत का मानना है कि ऐसे लोगों के आने से पेशे में पवित्रता, ईमानदारी और पारदर्शिता बढ़ेगी, क्योंकि कानूनी पेशे को ऐसे लोगों की जरूरत है, जो पूरी निष्ठा और निस्वार्थ भाव से दबे कुचले लोगों और पर्यावरण संरक्षण के मसले उठाएं ।",Development,fullnews_id_2583219_date_9_7_2004.dat,10,"आदिवासी शोध और प्रशिक्षण संस्थान के संयुक्त निदेशक टी. आर. वैष्णव ने कहा कि पिछले महीने हम लोगों को सर्वे बंद करने पर मजबूर कर दिया गया , क्योंकि माओवादियों की ओर से हमें कई बार धमकी दी गई हैं ।",0.3309
dev,dev-s243,"अदालत का मानना है कि ऐसे लोगों के आने से पेशे में पवित्रता, ईमानदारी और पारदर्शिता बढ़ेगी, क्योंकि कानूनी पेशे को ऐसे लोगों की जरूरत है, जो पूरी निष्ठा और निस्वार्थ भाव से दबे कुचले लोगों और पर्यावरण संरक्षण के मसले उठाएं ।",Development,fullnews_id_2583229_date_9_7_2004.dat,7,अभ्यास के मकसद के बारे में पत्रकारों को जानकारी देते हुए उन्होंने कहा कि गरूड़ - २ वायु रक्षा तकनीकों पर केंद्रित होने के साथ - साथ भारतीय वायुसेना के बारे में भी जानकारी दे सकेगा ।,0.3275
dev,dev-s249,इसलिए उन्हें किसी पेशे से जुड़ा नहीं माना जा सकता ।,Development,fullnews_id_2578385_date_7_7_2004.dat,16,इसलिए उन्हें किसी पेशे से जुड़ा नहीं माना जा सकता ।,0.9703
dev,dev-s249,इसलिए उन्हें किसी पेशे से जुड़ा नहीं माना जा सकता ।,Development,fullnews_id_2578386_date_7_7_2004.dat,10,पर उन्होंने इस्तीफा देने से साफ इनकार कर दिया ।,0.4898
dev,dev-s249,इसलिए उन्हें किसी पेशे से जुड़ा नहीं माना जा सकता ।,Development,fullnews_id_2580824_date_8_7_2004.dat,8,लेकिन उन्होंने कांग्रेस के साथ चुनावी तालमेल की भी इच्छा जताई है ।,0.4615
dev,dev-s255,मेरे जैसे दूसरे पादरी और ननों को भी वकालत के पेशे से जुड़ने का मौका मिलेगा ।,Development,fullnews_id_2578385_date_7_7_2004.dat,22,मेरे जैसे दूसरे पादरी और ननों को भी वकालत के पेशे से जुड़ने का मौका मिलेगा ।,0.9801
dev,dev-s255,मेरे जैसे दूसरे पादरी और ननों को भी वकालत के पेशे से जुड़ने का मौका मिलेगा ।,Development,fullnews_id_2578385_date_7_7_2004.dat,14,इसी तरह नियम किसी पादरी या नन को कानूनी पेशे में प्रवेश से नहीं रोकते ।,0.4354
dev,dev-s255,मेरे जैसे दूसरे पादरी और ननों को भी वकालत के पेशे से जुड़ने का मौका मिलेगा ।,Development,fullnews_id_2583223_date_9_7_2004.dat,6,उन्होंने कथित तौर पर जेलर भोला सिंह को जान से मार डालने की धमकी दी ।,0.4167
dev,dev-s263,मालूम हो कि वोल्कर रिपोर्ट से संबंधित तथ्यों व आंकड़ों को जमा करने के लिए सरकार ने रविवार शाम को ही संयुक्त राष्ट्र में पूर्व अवर सचिव वीरेंद्र दयाल की अध्यक्षता में समिति का गठन किया था ।,Development,fullnews_id_2578386_date_7_7_2004.dat,8,NULL मालूम हो कि वोल्कर रिपोर्ट से संबंधित तथ्यों व आंकड़ों को जमा करने के लिए सरकार ने रविवार शाम को ही संयुक्त राष्ट्र में पूर्व अवर सचिव वीरेंद्र दयाल की अध्यक्षता में समिति का गठन किया था ।,0.9789
dev,dev-s263,मालूम हो कि वोल्कर रिपोर्ट से संबंधित तथ्यों व आंकड़ों को जमा करने के लिए सरकार ने रविवार शाम को ही संयुक्त राष्ट्र में पूर्व अवर सचिव वीरेंद्र दयाल की अध्यक्षता में समिति का गठन किया था ।,Development,fullnews_id_2578386_date_7_7_2004.dat,25,"बारू के मुताबिक , वीरेंद्र दयाल समिति वोल्कर रिपोर्ट से संबंधित तथ्यों और आंकड़ों को एकत्र करने के लिए संयुक्त राष्ट्र व अन्य सदस्य देशों की यात्रा करेगी ।",0.5731
dev,dev-s263,मालूम हो कि वोल्कर रिपोर्ट से संबंधित तथ्यों व आंकड़ों को जमा करने के लिए सरकार ने रविवार शाम को ही संयुक्त राष्ट्र में पूर्व अवर सचिव वीरेंद्र दयाल की अध्यक्षता में समिति का गठन किया था ।,Development,fullnews_id_2578419_date_8_7_2004.dat,3,भारतीय क्रिकेट बोर्ड के सचिव एस. के. नायर द्वारा बुधवार को यहां घोषित टीम में पार्थिव पटेल को अतिरिक्त विकेटकीपर के रूप में स्थान दिया गया है ।,0.3807
test,test-s4,यह सोनप्रयाग से 5 किमी आगे और केदारनाथ में 6 किमी पहले (पैदल) पड़ने वाला एक अत्यंत महत्वपूर्ण तीर्थ एवं विश्राम स्थल है ।,Testing,1080422049_2.dat,4,यह सोनप्रयाग से 5 किमी आगे और केदारनाथ में 6 किमी पहले ( पैदल ) पड़ने वाला एक अत्यंत महत्वपूर्ण तीर्थ एवं विश्राम स्थल है ।,0.9794
test,test-s4,यह सोनप्रयाग से 5 किमी आगे और केदारनाथ में 6 किमी पहले (पैदल) पड़ने वाला एक अत्यंत महत्वपूर्ण तीर्थ एवं विश्राम स्थल है ।,Testing,fullnews_id_2633497_date_29_7_2004.dat,11,आधिकारिक सूत्रों ने बताया कि इंटेलीजेंस ब्यूरो और रिसर्च एंड एनालिसिस विंग ( रॉ ) में भी व्यापक फेर - बदल होने की उम्मीद है ।,0.3496
test,test-s4,यह सोनप्रयाग से 5 किमी आगे और केदारनाथ में 6 किमी पहले (पैदल) पड़ने वाला एक अत्यंत महत्वपूर्ण तीर्थ एवं विश्राम स्थल है ।,Testing,fullnews_id_2633507_date_29_7_2004.dat,21,उपमुख्यमंत्री मंगतराम शर्मा के बारे में प्रश्न किए जाने पर उन्होंने कहा कि अभी इस बारे में कोई फैसला नहीं किया गया है ।,0.3417
test,test-s19,दीपावली महापर्व के दूसरे दिन (पड़वा) के दिन शीत ऋतु में मंदिर के द्वार बंद कर दिए जाते हैं ।,Testing,1080422049_2.dat,21,दीपावली महापर्व के दूसरे दिन ( पड़वा ) के दिन शीत ऋतु में मंदिर के द्वार बंद कर दिए जाते हैं ।,0.9730
test,test-s19,दीपावली महापर्व के दूसरे दिन (पड़वा) के दिन शीत ऋतु में मंदिर के द्वार बंद कर दिए जाते हैं ।,Testing,fullnews_id_3511438_date_23_8_2005.dat,6,पानी की कमी से खुद इस बांध के तीन में से दो बिजली प्लांट बंद करने पड़े हैं ।,0.4286
test,test-s19,दीपावली महापर्व के दूसरे दिन (पड़वा) के दिन शीत ऋतु में मंदिर के द्वार बंद कर दिए जाते हैं ।,Testing,1080507058_1.dat,22,"काली मंदिर में दुर्गा पूजा , नवरात्रि तथा दशहरा के दिन देवी की विशेष पूजा की जाती है ।",0.4270
test,test-s23,पुरोहित ससम्मान पट बंद कर भगवान के विग्रह एवं दंडी को 6 माह तक पहाड़ के नीचे ऊखीमठ में ले जाते हैं ।,Testing,1080422049_2.dat,26,पुरोहित ससम्मान पट बंद कर भगवान के विग्रह एवं दंडी को 6 माह तक पहाड़ के नीचे ऊखीमठ में ले जाते हैं ।,0.9849
test,test-s23,पुरोहित ससम्मान पट बंद कर भगवान के विग्रह एवं दंडी को 6 माह तक पहाड़ के नीचे ऊखीमठ में ले जाते हैं ।,Testing,fullnews_id_2628343_date_27_7_2004.dat,1,बहुजन समाज पार्टी ( बसपा ) नेता कांशी राम के इलाज को लेकर चल रहा विवाद खत्म होता नज़र नहीं आ रहा है ।,0.3900
test,test-s23,पुरोहित ससम्मान पट बंद कर भगवान के विग्रह एवं दंडी को 6 माह तक पहाड़ के नीचे ऊखीमठ में ले जाते हैं ।,Testing,fullnews_id_2633500_date_29_7_2004.dat,4,मालूम हो कि मुनाबाव और पाकिस्तान के खोखरापार के बीच रेल संपर्क बहाली पर दोनों देश सहमत हो चुके हैं ।,0.3800
test,test-s25,प्रायः 10 किमी पैदल यात्रा करनी पड़ती है ।,Testing,1080422049_2.dat,28,प्रायः 10 किमी पैदल यात्रा करनी पड़ती है ।,0.9639
test,test-s25,प्रायः 10 किमी पैदल यात्रा करनी पड़ती है ।,Testing,fullnews_id_2625780_date_26_7_2004.dat,7,क्विरिओ की यह पहली विदेश यात्रा है ।,0.5128
test,test-s25,प्रायः 10 किमी पैदल यात्रा करनी पड़ती है ।,Testing,1080507058_1.dat,14,इसी की पूजा - अर्चना की जाती है ।,0.5067
test,test-s26,करोड़ों श्रद्धालुओं की आस्था के प्रतीक केदारनाथ के कपाट खुलने का समय भी मई माह में होता है ।,Testing,1080422049_2.dat,29,करोड़ों श्रद्धालुओं की आस्था के प्रतीक केदारनाथ के कपाट खुलने का समय भी मई माह में होता है ।,0.9836
test,test-s26,करोड़ों श्रद्धालुओं की आस्था के प्रतीक केदारनाथ के कपाट खुलने का समय भी मई माह में होता है ।,Testing,fullnews_id_2990407_date_03_8_2005.dat,1,सर्दियों के कदमों की आहट को महसूस करते हुए पर्यटन तंत्र में ऊर्जा का संचार होने लगा है ।,0.4000
test,test-s26,करोड़ों श्रद्धालुओं की आस्था के प्रतीक केदारनाथ के कपाट खुलने का समय भी मई माह में होता है ।,Testing,fullnews_id_2620698_date_24_7_2004.dat,13,मुख्यमंत्री वाई राजशेखर रेड्डी भी प्रदेश की कमान संभालने के बाद हालात बदलने का संकेत देना चाहते हैं ।,0.3834
test,test-s34,रानी राशमोनी में स्थित इस पौराणिक मंदिर में प्रवेश करने के लिए आपको उपस्थित भक्तजन की भीड़ का सामना करना पड़ेगा ।,Testing,1080507058_1.dat,7,रानी राशमोनी में स्थित इस पौराणिक मंदिर में प्रवेश करने के लिए आपको उपस्थित भक्तजन की भीड़ का सामना करना पड़ेगा ।,0.9732
test,test-s34,रानी राशमोनी में स्थित इस पौराणिक मंदिर में प्रवेश करने के लिए आपको उपस्थित भक्तजन की भीड़ का सामना करना पड़ेगा ।,Testing,fullnews_id_4339892_date_5_8_2006.dat,5,यात्रा शुरू होने से पहले श्रीनगर के बादशाह चौक स्थित दशनामी अखाड़ा मंदिर में गिरि ने पवित्र छड़ी मुबारक की विशेष पूजा अर्चना की ।,0.4298
test,test-s34,रानी राशमोनी में स्थित इस पौराणिक मंदिर में प्रवेश करने के लिए आपको उपस्थित भक्तजन की भीड़ का सामना करना पड़ेगा ।,Testing,fullnews_id_2990407_date_03_8_2005.dat,11,पर्यटकों की सुविधा के लिए प्रदेश भर में 44 स्थानों पर सूचना केंद्र स्थापित करने के लिए चिह्नित कर लिया गया है ।,0.4107
test,test-s50,मंदिर के पट तड़के 3.00 से लेकर प्रातः 8.00 बजे तक खुले रहते हैं तथा प्रतिदिन प्रातः 10.00 से लेकर संध्या 5.00 बजे तक भक्तजन मंदिर में पूजा - अर्चना कर सकते हैं ।,Testing,1080507058_1.dat,24,मंदिर के पट तड़के 3.00 से लेकर प्रातः 8.00 बजे तक खुले रहते हैं तथा प्रतिदिन प्रातः 10.00 से लेकर संध्या 5.00 बजे तक भक्तजन मंदिर में पूजा - अर्चना कर सकते हैं ।,0.9907
test,test-s50,मंदिर के पट तड़के 3.00 से लेकर प्रातः 8.00 बजे तक खुले रहते हैं तथा प्रतिदिन प्रातः 10.00 से लेकर संध्या 5.00 बजे तक भक्तजन मंदिर में पूजा - अर्चना कर सकते हैं ।,Testing,fullnews_id_2607702_date_19_7_2004.dat,8,विशेषज्ञों के मुताबिक पारंपरिक पढ़ाई कर रहे ८३ प्रतिशत से अधिक छात्र ऐसी उच्च शिक्षा ले रहे हैं जिनके रोजगार की उम्मीद भाग्य के भरोसे ज्यादा NULL और काबिलियत पर कम है ।,0.3415
test,test-s50,मंदिर के पट तड़के 3.00 से लेकर प्रातः 8.00 बजे तक खुले रहते हैं तथा प्रतिदिन प्रातः 10.00 से लेकर संध्या 5.00 बजे तक भक्तजन मंदिर में पूजा - अर्चना कर सकते हैं ।,Testing,fullnews_id_2610171_date_20_7_2004.dat,1,समाजवादी पार्टी के वरिष्ठ नेता अमर सिंह के फोन टैपिंग और उनके आवास पर हुए हमले के विरोध में शुक्रवार को बड़ी संख्या में लोगों ने कांग्रेस के विरोध में प्रदर्शन किया ।,0.3313
test,test-s55,माँ को गहनों से सजाया जाता है तथा आरती के बाद माँ के चरणों में भोग चढ़ाया जाता है ।,Testing,1080507058_1.dat,29,माँ को गहनों से सजाया जाता है तथा आरती के बाद माँ के चरणों में भोग चढ़ाया जाता है ।,0.9818
test,test-s55,माँ को गहनों से सजाया जाता है तथा आरती के बाद माँ के चरणों में भोग चढ़ाया जाता है ।,Testing,fullnews_id_2610164_date_20_7_2004.dat,13,यह भी कहा जा रहा है कि सोनिया कर्नाटक के संकेतों को पढ़ने में नाक़ाम रही हैं ।,0.4348
test,test-s55,माँ को गहनों से सजाया जाता है तथा आरती के बाद माँ के चरणों में भोग चढ़ाया जाता है ।,Testing,fullnews_id_3128476_date_7_3_2005.dat,3,इस जिले में गणेश प्रतिमाओं को तैयार कर देश के कई हिस्सों में भेजा जाता है ।,0.4304
test,test-s67,यह मंदिर 25 एकड़ क्षेत्र में स्थित है ।,Testing,1080514086_1.dat,7,यह मंदिर 25 एकड़ क्षेत्र में स्थित है ।,0.9610
test,test-s67,यह मंदिर 25 एकड़ क्षेत्र में स्थित है ।,Testing,1080514086_1.dat,14,यह मंदिर हरे - भरे - मैदान पर स्थित है ।,0.6329
test,test-s67,यह मंदिर 25 एकड़ क्षेत्र में स्थित है ।,Testing,1080514086_1.dat,25,इस मंदिर के सामने नट मंदिर स्थित है ।,0.6053
test,test-s70,"भीतरी भाग में चाँदी से बनाए गए कमल के फूल जिसकी हजार पंखुड़ियाँ हैं, पर माँ काली शस्त्रों सहित भगवान शिव के ऊपर खड़ी हुई हैं ।",Testing,1080514086_1.dat,10,"भीतरी भाग में चाँदी से बनाए गए कमल के फूल जिसकी हजार पंखुड़ियाँ हैं , पर माँ काली शस्त्रों सहित भगवान शिव के ऊपर खड़ी हुई हैं ।",0.9721
test,test-s70,"भीतरी भाग में चाँदी से बनाए गए कमल के फूल जिसकी हजार पंखुड़ियाँ हैं, पर माँ काली शस्त्रों सहित भगवान शिव के ऊपर खड़ी हुई हैं ।",Testing,fullnews_id_2623355_date_25_7_2004.dat,14,पिछले महीने में ही कुछ बड़े आतंकवादियों को मार गिराने में सफलता मिली और इन सूचनाओं का स्रोत आम लोग ही रहे हैं ।,0.3729
test,test-s70,"भीतरी भाग में चाँदी से बनाए गए कमल के फूल जिसकी हजार पंखुड़ियाँ हैं, पर माँ काली शस्त्रों सहित भगवान शिव के ऊपर खड़ी हुई हैं ।",Testing,fullnews_id_2610160_date_20_7_2004.dat,3,"विशेष जज पी. डी. कोडे ने कहा कि संजय शूटिंग के लिए जा सकते हैं , पर इस बीच यदि उन्हें सम्मन भेजा जाता है तो उन्हें हाजिर होना होगा ।",0.3411
test,test-s71,काली माँ का मंदिर नवरत्न की तरह निर्मित है और यह 46 फुट चौड़ा तथा 100 फुट ऊँचा है ।,Testing,1080514086_1.dat,11,काली माँ का मंदिर नवरत्न की तरह निर्मित है और यह 46 फुट चौड़ा तथा 100 फुट ऊँचा है ।,0.9818
test,test-s71,काली माँ का मंदिर नवरत्न की तरह निर्मित है और यह 46 फुट चौड़ा तथा 100 फुट ऊँचा है ।,Testing,1080507058_1.dat,19,मंदिर के पुजारी काली माँ की मूर्ति को स्नान कराते हैं जिसे स्नान यात्रा के नाम से जाना जाता है ।,0.3911
test,test-s71,काली माँ का मंदिर नवरत्न की तरह निर्मित है और यह 46 फुट चौड़ा तथा 100 फुट ऊँचा है ।,Testing,fullnews_id_2633486_date_29_7_2004.dat,8,मकान रियायती इलाके में है और यहाँ व्यावसायिक गतिविधि नहीं चल सकती है ।,0.3791
test,test-s79,इसमें सीढ़ियों के माध्यम से प्रवेश कर सकते हैं ।,Testing,1080514086_1.dat,19,इसमें सीढ़ियों के माध्यम से प्रवेश कर सकते हैं ।,0.9684
test,test-s79,इसमें सीढ़ियों के माध्यम से प्रवेश कर सकते हैं ।,Testing,fullnews_id_2620698_date_24_7_2004.dat,9,वह इस यात्रा में किसानों की समस्याओं पर फोकस कर सकते हैं ।,0.6038
test,test-s79,इसमें सीढ़ियों के माध्यम से प्रवेश कर सकते हैं ।,Testing,fullnews_id_2625780_date_26_7_2004.dat,18,अपने सेंसर की मदद से वह दूरी आँक सकता है ।,0.5333
test,test-s83,"मंदिर के भीतरी स्थल पर दक्षिणा माँ काली, भगवान शिव पर खड़ी हुई हैं ।",Testing,1080514086_1.dat,23,"मंदिर के भीतरी स्थल पर दक्षिणा माँ काली , भगवान शिव पर खड़ी हुई हैं ।",0.9706
test,test-s83,"मंदिर के भीतरी स्थल पर दक्षिणा माँ काली, भगवान शिव पर खड़ी हुई हैं ।",Testing,1080514086_1.dat,26,मुख्य मंदिर के पास अन्य तीर्थ स्थलों के दर्शन के लिए भक्तजन की भीड़ लगी रहती है ।,0.4730
test,test-s83,"मंदिर के भीतरी स्थल पर दक्षिणा माँ काली, भगवान शिव पर खड़ी हुई हैं ।",Testing,1080514086_1.dat,8,दक्षिणेश्वर मंदिर देवी माँ काली के लिए ही बनाया गया है ।,0.4516
test,test-s86,मुख्य मंदिर के पास अन्य तीर्थ स्थलों के दर्शन के लिए भक्तजन की भीड़ लगी रहती है ।,Testing,1080514086_1.dat,26,मुख्य मंदिर के पास अन्य तीर्थ स्थलों के दर्शन के लिए भक्तजन की भीड़ लगी रहती है ।,0.9814
test,test-s86,मुख्य मंदिर के पास अन्य तीर्थ स्थलों के दर्शन के लिए भक्तजन की भीड़ लगी रहती है ।,Testing,fullnews_id_3241222_date_29_4_2005.dat,1,घाटी में कड़ाके की ठंड से जमी विश्व प्रसिद्ध डल झील को देखने के लिए सैलानियों की भीड़ रही ।,0.4419
test,test-s86,मुख्य मंदिर के पास अन्य तीर्थ स्थलों के दर्शन के लिए भक्तजन की भीड़ लगी रहती है ।,Testing,fullnews_id_2990407_date_4_1_2005.dat,2,यहां अखंड ज्योति के दर्शनों के लिए तड़के चार बजे से ही श्रद्धालुओं की लंबी कतारें लगनी शुरू हो गई थीं ।,0.4130
test,test-s94,कोलकाता रेलमार्ग के माध्यम से भी सभी प्रमुख बड़े शहरों से जुड़ा हुआ है ।,Testing,1080514086_1.dat,36,कोलकाता रेलमार्ग के माध्यम से भी सभी प्रमुख बड़े शहरों से जुड़ा हुआ है ।,0.9577
test,test-s94,कोलकाता रेलमार्ग के माध्यम से भी सभी प्रमुख बड़े शहरों से जुड़ा हुआ है ।,Testing,1080514086_1.dat,34,"कोलकाता वायुसेवा के माध्यम से बंगलोर , मुंबई , दिल्ली , NULL चेन्नई सहित सभी प्रमुख शहरों से जुड़ा हुआ है ।",0.6517
test,test-s94,कोलकाता रेलमार्ग के माध्यम से भी सभी प्रमुख बड़े शहरों से जुड़ा हुआ है ।,Testing,fullnews_id_2633500_date_29_7_2004.dat,6,जबकि पाकिस्तानी हिस्से के रेल - मार्ग पर काम चल रहा है ।,0.4219
test,test-s108,एक अन्य घटना में रामदी में बुधवार को सड़क किनारे हुए बम विस्फोट में एक पुलिस अधिकारी की मौत हो गई और दो अन्य घायल हो गए ।,Testing,fullnews_id_2600249_date_17_7_2004.dat,11,एक अन्य घटना में रामदी में बुधवार को सड़क किनारे हुए बम विस्फोट में एक पुलिस अधिकारी की मौत हो गई और दो अन्य घायल हो गए ।,0.9876
test,test-s108,एक अन्य घटना में रामदी में बुधवार को सड़क किनारे हुए बम विस्फोट में एक पुलिस अधिकारी की मौत हो गई और दो अन्य घायल हो गए ।,Testing,fullnews_id_2610165_date_20_7_2004.dat,3,सिद्धू ने पटना में बुधवार को कहा कि बिहार विधानसभा के चुनाव में टीम बिहार ( राजग ) और लालू - राबड़ी के बीच मुकाबला है ।,0.4583
test,test-s108,एक अन्य घटना में रामदी में बुधवार को सड़क किनारे हुए बम विस्फोट में एक पुलिस अधिकारी की मौत हो गई और दो अन्य घायल हो गए ।,Testing,fullnews_id_2631026_date_28_7_2004.dat,11,एक अन्य घटना में श्रीनगर में शनिवार को पुलिस के साथ मुठभेड़ में हिजबुल मुजाहिदीन का एक कट्टर आतंकी मारा गया ।,0.4541
test,test-s110,संभावना जताई जा रही है कि वह पाकिस्तान में पाँच दिन रहेंगे और इस दौरान वह राष्ट्रपति परवेज़ मुशर्रफ से दो बार मुलाक़ात कर सकते हैं ।,Testing,fullnews_id_2600315_date_17_7_2004.dat,2,संभावना जताई जा रही है कि वह पाकिस्तान में पाँच दिन रहेंगे और इस दौरान वह राष्ट्रपति परवेज़ मुशर्रफ से दो बार मुलाक़ात कर सकते हैं ।,0.9771
test,test-s110,संभावना जताई जा रही है कि वह पाकिस्तान में पाँच दिन रहेंगे और इस दौरान वह राष्ट्रपति परवेज़ मुशर्रफ से दो बार मुलाक़ात कर सकते हैं ।,Testing,fullnews_id_2610170_date_20_7_2004.dat,11,संसद से पारित विधेयक पर राष्ट्रपति के हस्ताक्षर हो जाने के बाद मंत्रालय अब इसके दिशा - निर्देश तैयार करने में जुटा है ।,0.3665
test,test-s110,संभावना जताई जा रही है कि वह पाकिस्तान में पाँच दिन रहेंगे और इस दौरान वह राष्ट्रपति परवेज़ मुशर्रफ से दो बार मुलाक़ात कर सकते हैं ।,Testing,fullnews_id_2623355_date_25_7_2004.dat,23,सूत्र बताते हैं कि इस बदलाव के पीछे भारत और पाकिस्तान का संघर्ष विराम का पालन करना काम कर रहा है ।,0.3652
test,test-s115,इस्लामाबाद में सिंह शुजात हुसैन के अलावा मनोनीत प्रधानमंत्री व वित्त मंत्री शौकत अजीज़ और अपने पाकिस्तानी समकक्ष खुर्शीद महमद कसूरी से भी व्यापक विचार - विमर्श करेंगे ।,Testing,fullnews_id_2600315_date_17_7_2004.dat,7,इस्लामाबाद में सिंह शुजात हुसैन के अलावा मनोनीत प्रधानमंत्री व वित्त मंत्री शौकत अजीज़ और अपने पाकिस्तानी समकक्ष खुर्शीद महमद कसूरी से भी व्यापक विचार - विमर्श करेंगे ।,0.9910
test,test-s115,इस्लामाबाद में सिंह शुजात हुसैन के अलावा मनोनीत प्रधानमंत्री व वित्त मंत्री शौकत अजीज़ और अपने पाकिस्तानी समकक्ष खुर्शीद महमद कसूरी से भी व्यापक विचार - विमर्श करेंगे ।,Testing,fullnews_id_2631045_date_28_7_2004.dat,11,बजट के अन्य प्रावधानों पर प्रतिक्रिया में जिंदल ने कहा कि इस बार के बजट में वित्त मंत्री पी. चिदंबरम् ने ग्रामीण इलाकों समेत समाज के सभी वर्गों के हितों का ध्यान रखा है ।,0.3728
test,test-s115,इस्लामाबाद में सिंह शुजात हुसैन के अलावा मनोनीत प्रधानमंत्री व वित्त मंत्री शौकत अजीज़ और अपने पाकिस्तानी समकक्ष खुर्शीद महमद कसूरी से भी व्यापक विचार - विमर्श करेंगे ।,Testing,fullnews_id_2600249_date_17_7_2004.dat,5,इराकी अंतरिम सरकार के प्रधानमंत्री अयाद अलावी ने इराक स्थित अमेरिकी प्रशासन से सद्दाम को अपने कब्जे में लेने के संबंध में बात - चीत की है ।,0.3583
test,test-s123,उन्होंने कहा कि वर्तमान समय में दो तीन सप्ताह के लिए ही दर्शन हो पाने के कारण कई बार तीर्थ - यात्रियों को निराश होकर लौटना पड़ता है और कम अवधि के कारण यात्रा में भीड़ अचानक बढ़ जाती है ।,Testing,fullnews_id_2600316_date_17_7_2004.dat,4,उन्होंने कहा कि वर्तमान समय में दो तीन सप्ताह के लिए ही दर्शन हो पाने के कारण कई बार तीर्थ - यात्रियों को निराश होकर लौटना पड़ता है और कम अवधि के कारण यात्रा में भीड़ अचानक बढ़ जाती है ।,0.9756
