ud_split,ud_sent_id,ud_text,normalized_text
train,train-s10839,उन्होंने कहा कि प्रशासन के पास 34 दंगा पीड़ितों की सूची है जिसमें से 28 को यहां दफनाया गया था ।,उन्होंने कहा कि प्रशासन के पास 34 दंगा पीड़ितों की सूची है जिसमें से 28 को यहां दफनाया गया था।
train,train-s10840,उन्होंने कहा कि दंगा पीड़ितों के परिजनों का यह बयान गलत है कि हमने उनसे सहयोग नहीं किया ।,उन्होंने कहा कि दंगा पीड़ितों के परिजनों का यह बयान गलत है कि हमने उनसे सहयोग नहीं किया।
train,train-s10846,वहीं केंद्र में सत्तारूढ़ कांग्रेस ने कहा है कि गुजरात में इनसानी जिंदगी से खिलवाड़ का इससे क्रूर उदाहरण कोई और नहीं हो सकता ।,वहीं केंद्र में सत्तारूढ़ कांग्रेस ने कहा है कि गुजरात में इनसानी जिंदगी से खिलवाड़ का इससे क्रूर उदाहरण कोई और नहीं हो सकता।
train,train-s10852,इधर गुजरात हाईकोर्ट के जस्टिस वी. के. बुच की अदालत में पंडरावड़ा गांव के निवासी अमीन हबीब रसूल ने याचिका दायर की ।,इधर गुजरात हाईकोर्ट के जस्टिस वी. के. बुच की अदालत में पंडरावड़ा गांव के निवासी अमीन हबीब रसूल ने याचिका दायर की।
train,train-s10854,इस मामले में एक अन्य याचिका 'सिटीजंस फॉर जस्टिस एंड पीस' नाम के एनजीओ ने दाखिल की है ।,इस मामले में एक अन्य याचिका 'सिटीजंस फॉर जस्टिस एंड पीस' नाम के एनजीओ ने दाखिल की है।
train,train-s10856,सील करने की कार्रवाई दंगा पीड़ितों के रिश्तेदारों के समक्ष हो और उन्हें मामले का शिकायतकर्ता और गवाह माना जाए ।,सील करने की कार्रवाई दंगा पीड़ितों के रिश्तेदारों के समक्ष हो और उन्हें मामले का शिकायतकर्ता और गवाह माना जाए।
train,train-s10857,"याचिका में आरोप लगाया गया है कि कब्र में कंकालों के साथ कपड़े भी मिले थे, जो इस बात का सबूत है कि लाशों को दफन करने से पहले उनका ठीक तरह से पोस्टमार्टम नहीं कराया गया ।","याचिका में आरोप लगाया गया है कि कब्र में कंकालों के साथ कपड़े भी मिले थे, जो इस बात का सबूत है कि लाशों को दफन करने से पहले उनका ठीक तरह से पोस्टमार्टम नहीं कराया गया।"
train,train-s10858,आमतौर पर पोस्टमार्टम में शव के ऊपर से कपड़े हटा दिए जाते हैं और फिर उसे सफेद चादर में बांधा जाता है ।,आमतौर पर पोस्टमार्टम में शव के ऊपर से कपड़े हटा दिए जाते हैं और फिर उसे सफेद चादर में बांधा जाता है।
train,train-s10861,पाटिल के साथ आधे घंटे की बैठक के बाद मोदी ने पत्रकारों से कहा कि पड़ोसी देशों की गतिविधियों को ध्यान में रखते हुए हमें आईएएस और आईपीएस की तरह ही देश में खुफिया सेवा शुरू करनी चाहिए ।,पाटिल के साथ आधे घंटे की बैठक के बाद मोदी ने पत्रकारों से कहा कि पड़ोसी देशों की गतिविधियों को ध्यान में रखते हुए हमें आईएएस और आईपीएस की तरह ही देश में खुफिया सेवा शुरू करनी चाहिए।
train,train-s10865,पाटिल के साथ मुलाकात को शिष्टाचार बैठक बताते हुए मोदी ने कहा कि उन्होंने गुजरात के 1600 किमी लंबे समुद्री तट की सुरक्षा के लिए 400 करोड़ रुपये के तटीय विकास की योजना दी है ।,पाटिल के साथ मुलाकात को शिष्टाचार बैठक बताते हुए मोदी ने कहा कि उन्होंने गुजरात के 1600 किमी लंबे समुद्री तट की सुरक्षा के लिए 400 करोड़ रुपये के तटीय विकास की योजना दी है।
train,train-s10869,हालांकि इस मौके पर मोदी ने हाल में पुलिस मुठभेड़ में मारे गए लश्कर - ए - ताइबा के चार आतंकवादियों के बारे में किसी सवाल का जवाब देने से इनकार कर दिया ।,हालांकि इस मौके पर मोदी ने हाल में पुलिस मुठभेड़ में मारे गए लश्कर-ए-ताइबा के चार आतंकवादियों के बारे में किसी सवाल का जवाब देने से इनकार कर दिया।
train,train-s10874,जिले के गांव लाखनमाजरा में पारिवारिक रंजिश में एक ही परिवार के चार सदस्यों की गोली मारकर और गंड़ासे से काटकर हत्या कर दी गई ।,जिले के गांव लाखनमाजरा में पारिवारिक रंजिश में एक ही परिवार के चार सदस्यों की गोली मारकर और गंड़ासे से काटकर हत्या कर दी गई।
train,train-s10883,प्राप्त जानकारी के अनुसार लाखनमाजरा के बुढ़ानपाना में सोमवार रात करीब १२ व एक बजे के बीच दो मोटरसाइकिलों पर सवार हथियारबंद चार व्यक्ति आए ।,प्राप्त जानकारी के अनुसार लाखनमाजरा के बुढ़ानपाना में सोमवार रात करीब १२ व एक बजे के बीच दो मोटरसाइकिलों पर सवार हथियारबंद चार व्यक्ति आए।
train,train-s10886,हमलावरों ने सीमा को चारपाई में बांधकर पेट्रोल छिड़ककर जला दिया ।,हमलावरों ने सीमा को चारपाई में बांधकर पेट्रोल छिड़ककर जला दिया।
train,train-s10892,फिर हत्यारों ने अमरदीप के सिर में दो गोलियां मारी और गंड़ासे से भी वार किया ।,फिर हत्यारों ने अमरदीप के सिर में दो गोलियां मारी और गंड़ासे से भी वार किया।
train,train-s10894,हमलावर उसे मरा समझकर छोड़ गए ।,हमलावर उसे मरा समझकर छोड़ गए।
train,train-s10898,"फिर वह छत पर बने कमरे के अंदर दाखिल हुआ, जहां अमरदीप घायल अवस्था में पड़ा था ।","फिर वह छत पर बने कमरे के अंदर दाखिल हुआ, जहां अमरदीप घायल अवस्था में पड़ा था।"
train,train-s10900,घटना के तत्काल बाद ही बड़ी संख्या में ग्रामीण इकट्ठे हो गए ।,घटना के तत्काल बाद ही बड़ी संख्या में ग्रामीण इकट्ठे हो गए।
train,train-s10909,सतलुज - यमुना लिंक नहर मामले में पंजाब के मुख्यमंत्री कैप्टन अमरिंदर सिंह के बयान पर भाजपा ने कड़ी आपत्ति जताई है ।,सतलुज-यमुना लिंक नहर मामले में पंजाब के मुख्यमंत्री कैप्टन अमरिंदर सिंह के बयान पर भाजपा ने कड़ी आपत्ति जताई है।
train,train-s10911,अमरिंदर सिंह ने एक समाचार से बातचीत में कहा था कि अदालत का फैसला अगर राज्य सरकार के खिलाफ जाता है तो 'पंजाब में आतंकवाद दोबारा पैदा हो जाएगा,अमरिंदर सिंह ने एक समाचार से बातचीत में कहा था कि अदालत का फैसला अगर राज्य सरकार के खिलाफ जाता है तो 'पंजाब में आतंकवाद दोबारा पैदा हो जाएगा
train,train-s10916,भाजपा अमरिंदर के इस बयान की कड़ी आलोचना करती है ।,भाजपा अमरिंदर के इस बयान की कड़ी आलोचना करती है।
train,train-s10918,जिसकी राष्ट्र को भारी कीमत अदा करनी पड़ी थी ।,जिसकी राष्ट्र को भारी कीमत अदा करनी पड़ी थी।
train,train-s10920,"भाजपा ने उम्मीद जताई है कि पंजाब में दोबारा आंतकवाद नहीं भड़केगा, जिसकी वजह से राष्ट्र को भारी कीमत चुकानी पड़ी थी ।","भाजपा ने उम्मीद जताई है कि पंजाब में दोबारा आंतकवाद नहीं भड़केगा, जिसकी वजह से राष्ट्र को भारी कीमत चुकानी पड़ी थी।"
train,train-s10954,उ.प्र. ने केंद्र के सामने 18 हजार करोड़ रुपये से ज्यादा के विशेष पैकेज की मांग रखी है ।,उ.प्र. ने केंद्र के सामने 18 हजार करोड़ रुपये से ज्यादा के विशेष पैकेज की मांग रखी है।
train,train-s10957,सम्मेलन के उद्घाटन सत्र में मुलायम का लिखित भाषण पढ़ा गया ।,सम्मेलन के उद्घाटन सत्र में मुलायम का लिखित भाषण पढ़ा गया।
train,train-s10958,उन्होंने कहा है कि राज्य सरकार सामाजिक और आर्थिक पिछड़ापन दूर करने के लिए संसाधनों में वृद्धि का प्रयास कर रही है ।,उन्होंने कहा है कि राज्य सरकार सामाजिक और आर्थिक पिछड़ापन दूर करने के लिए संसाधनों में वृद्धि का प्रयास कर रही है।
train,train-s10959,वर्ष 2004 - 05 के बजट में पिछले वर्ष की तुलना में करों से आय में 17 फीसदी की बढ़ोतरी का लक्ष्य रखा गया है ।,वर्ष 2004-05 के बजट में पिछले वर्ष की तुलना में करों से आय में 17 फीसदी की बढ़ोतरी का लक्ष्य रखा गया है।
train,train-s10960,"इसके बावजूद संसाधनों की कमी को पूरा करने के लिए केंद्र सरकार से 18,230 करोड़ रुपये वित्तीय सहायता की मांग की है ।","इसके बावजूद संसाधनों की कमी को पूरा करने के लिए केंद्र सरकार से 18,230 करोड़ रुपये वित्तीय सहायता की मांग की है।"
train,train-s10964,इस संबंध में राज्य ने प्रस्ताव भेजा था कि शिक्षित बेरोजगारों का उत्साह बनाए रखने तथा उन्हें समाज की मुख्य धारा से जोड़ने के लिए बेरोजगारी भत्ता देना आवश्यक है ।,इस संबंध में राज्य ने प्रस्ताव भेजा था कि शिक्षित बेरोजगारों का उत्साह बनाए रखने तथा उन्हें समाज की मुख्य धारा से जोड़ने के लिए बेरोजगारी भत्ता देना आवश्यक है।
train,train-s10972,कश्मीर घाटी में सुरक्षाबलों ने बड़ी सफलता हासिल करते हुए लश्कर - ए - ताइबा के नेटवर्क का भंडाफोड़ किया है ।,कश्मीर घाटी में सुरक्षाबलों ने बड़ी सफलता हासिल करते हुए लश्कर-ए-ताइबा के नेटवर्क का भंडाफोड़ किया है।
train,train-s10975,एक वरिष्ठ पुलिस अधिकारी ने बताया कि 15 जून को अहमदाबाद में जो चार आतंकी पुलिस मुठभेड़ में मारे गए थे उनका संबंध भी इन आतंकियों से था ।,एक वरिष्ठ पुलिस अधिकारी ने बताया कि 15 जून को अहमदाबाद में जो चार आतंकी पुलिस मुठभेड़ में मारे गए थे उनका संबंध भी इन आतंकियों से था।
train,train-s10978,श्रीनगर पुलिस के विशेष जांच दल को पता लगा है कि इन आतंकियों का संबंध अहमदाबाद में 15 जून को मुठभेड़ में मारे गए चार आतंकियों से भी था ।,श्रीनगर पुलिस के विशेष जांच दल को पता लगा है कि इन आतंकियों का संबंध अहमदाबाद में 15 जून को मुठभेड़ में मारे गए चार आतंकियों से भी था।
train,train-s10981,गोपाल शर्मा ने बताया कि इन आतंकियों को पिछले तीन दिनों के दौरान श्रीनगर के विभिन्न इलाकों से पकड़ा गया है ।,गोपाल शर्मा ने बताया कि इन आतंकियों को पिछले तीन दिनों के दौरान श्रीनगर के विभिन्न इलाकों से पकड़ा गया है।
train,train-s10982,ये आतंकी कुछ बड़े लोगों की हत्याओं में शामिल थे ।,ये आतंकी कुछ बड़े लोगों की हत्याओं में शामिल थे।
train,train-s10997,"कई राज्यों में आशंकित मंत्रियों ने तो इस पर सवाल भी खड़े करना शुरू कर दिए हैं, क्योंकि इस तरह असंतुष्ट खेमों के मंत्रियों को निशाना बनाया जा सकता है ।","कई राज्यों में आशंकित मंत्रियों ने तो इस पर सवाल भी खड़े करना शुरू कर दिए हैं, क्योंकि इस तरह असंतुष्ट खेमों के मंत्रियों को निशाना बनाया जा सकता है।"
train,train-s10998,छवि का तर्क मंत्रिमंडल से हटाए गए मंत्रियों के खिलाफ उलटा पड़ सकता है ।,छवि का तर्क मंत्रिमंडल से हटाए गए मंत्रियों के खिलाफ उलटा पड़ सकता है।
train,train-s11005,कांग्रेस को हटाए गए मंत्रियों में से कई को जगह देने के लिए राज्य इकाईयों में भी फेरबदल करना पड़ सकता है ।,कांग्रेस को हटाए गए मंत्रियों में से कई को जगह देने के लिए राज्य इकाईयों में भी फेरबदल करना पड़ सकता है।
train,train-s11009,बुधवार को जारी वार्षिक अंतर्राष्ट्रीय भ्रष्टाचार सूचकांक में लगातार चौथे साल पड़ोसी मुल्क बांग्लादेश को सर्वाधिक भ्रष्ट देश बताया गया है ।,बुधवार को जारी वार्षिक अंतर्राष्ट्रीय भ्रष्टाचार सूचकांक में लगातार चौथे साल पड़ोसी मुल्क बांग्लादेश को सर्वाधिक भ्रष्ट देश बताया गया है।
train,train-s11013,हालांकि भ्रष्टाचार के क्षेत्र में भारत में थोड़ा सुधार हुआ है ।,हालांकि भ्रष्टाचार के क्षेत्र में भारत में थोड़ा सुधार हुआ है।
train,train-s11014,वर्ष २००२ में यह आंकड़ा २.१ था ।,वर्ष २००२ में यह आंकड़ा २.१ था।
train,train-s11016,इस सूचकांक में टीआई ने सरकारी कामकाज में रिश्वत और इससे संबंधित कारणों से गंवाई गई रकम के सांख्यिकी आंकड़े दिए गए हैं ।,इस सूचकांक में टीआई ने सरकारी कामकाज में रिश्वत और इससे संबंधित कारणों से गंवाई गई रकम के सांख्यिकी आंकड़े दिए गए हैं।
train,train-s11025,जबकि नाइजीरिया ने इससे थोड़ा ही बेहतर प्रदर्शन करके १४४ रैंक के साथ १.६ अंक अर्जित किए हैं ।,जबकि नाइजीरिया ने इससे थोड़ा ही बेहतर प्रदर्शन करके १४४ रैंक के साथ १.६ अंक अर्जित किए हैं।
train,train-s11026,रिपोर्ट के अनुसार भ्रष्टाचार के क्षेत्र में पड़ोसी देश चीन ने ७१वाँ रैंक हासिल कर ३.४ अंक सुरक्षित किए हैं ।,रिपोर्ट के अनुसार भ्रष्टाचार के क्षेत्र में पड़ोसी देश चीन ने ७१वाँ रैंक हासिल कर ३.४ अंक सुरक्षित किए हैं।
train,train-s11028,'टेनिस एल्बो' की सर्जरी कराने के बाद मास्टर बल्लेबाज सचिन तेंदुलकर क्या फिर से अपने सर्वश्रेष्ठ फॉर्म को वापस पाने में कामयाब होंगे ।,'टेनिस एल्बो' की सर्जरी कराने के बाद मास्टर बल्लेबाज सचिन तेंदुलकर क्या फिर से अपने सर्वश्रेष्ठ फॉर्म को वापस पाने में कामयाब होंगे।
train,train-s11029,या फिर वह गेंदबाजों के लिए हव्वा बने 'विस्फोटक सचिन' की छाया मात्र ही साबित होंगे ।,या फिर वह गेंदबाजों के लिए हव्वा बने 'विस्फोटक सचिन' की छाया मात्र ही साबित होंगे।
train,train-s11032,इस पर भी बोर्ड के प्रमुख मेडिकल विशेषज्ञ के यह कहने से सवालिया निशान लग गया है कि 'टेनिस एल्बो' से उबरना खिलाड़ियों पर अलग - अलग निर्भर करता है ।,इस पर भी बोर्ड के प्रमुख मेडिकल विशेषज्ञ के यह कहने से सवालिया निशान लग गया है कि 'टेनिस एल्बो' से उबरना खिलाड़ियों पर अलग-अलग निर्भर करता है।
train,train-s11033,"बीसीसीआई के चिकित्सा सलाहकार डॉ. अनंत जोशी ने कहा, 'यह एक अलग तरह की समस्या है ।","बीसीसीआई के चिकित्सा सलाहकार डॉ. अनंत जोशी ने कहा, 'यह एक अलग तरह की समस्या है।"
train,train-s11034,कुछ खिलाड़ी जल्दी ठीक हो जाते हैं लेकिन यह बात सभी पर लागू नहीं होती है,कुछ खिलाड़ी जल्दी ठीक हो जाते हैं लेकिन यह बात सभी पर लागू नहीं होती है
train,train-s11036,"जोशी ने कहा, 'वह इंग्लैंड चले गए और वहाँ उन्होंने सर्जरी करा ली","जोशी ने कहा, 'वह इंग्लैंड चले गए और वहाँ उन्होंने सर्जरी करा ली"
train,train-s11038,"डॉ. जोशी ने कहा, 'मुझे कहा गया है कि वह सर्जरी के बाद अच्छी तरह से इस समस्या से उबर रहे हैं ।","डॉ. जोशी ने कहा, 'मुझे कहा गया है कि वह सर्जरी के बाद अच्छी तरह से इस समस्या से उबर रहे हैं।"
train,train-s11039,"तेंदुलकर के सभी तरह के शॉट खेलने में सक्षम होने की बात पर जोशी ने कहा, 'सचिन की बगैर जांच किए मेरे लिए इस पर टिथी करना बेमानी होगा","तेंदुलकर के सभी तरह के शॉट खेलने में सक्षम होने की बात पर जोशी ने कहा, 'सचिन की बगैर जांच किए मेरे लिए इस पर टिथी करना बेमानी होगा"
train,train-s11040,"भारतीय क्रिकेटरों के हमेशा चोटिल रहने की समस्या के बारे में बोर्ड के चिकित्सा सलाहकार ने कहा, 'यह समस्या समूचे विश्व के क्रिकेटरों की है ।","भारतीय क्रिकेटरों के हमेशा चोटिल रहने की समस्या के बारे में बोर्ड के चिकित्सा सलाहकार ने कहा, 'यह समस्या समूचे विश्व के क्रिकेटरों की है।"
train,train-s11041,आजकल खिलाड़ी अधिकांशतः चोटिल होते हैं क्योंकि मैचों की संख्या और प्रतिस्पर्धा में बढ़ोत्तरी हुई है,आजकल खिलाड़ी अधिकांशतः चोटिल होते हैं क्योंकि मैचों की संख्या और प्रतिस्पर्धा में बढ़ोत्तरी हुई है
train,train-s11042,"तेज गेंदबाजों के अधिक चोटिल होने की बात स्वीकारते हुए जोशी ने कहा, 'पेसरों को समय - समय पर आराम की जरूरत होती है लेकिन भारत में यह आराम नहीं मिल पाता है","तेज गेंदबाजों के अधिक चोटिल होने की बात स्वीकारते हुए जोशी ने कहा, 'पेसरों को समय-समय पर आराम की जरूरत होती है लेकिन भारत में यह आराम नहीं मिल पाता है"
train,train-s11046,"वरिष्ठ वकील रामचंदर राव, मजलिस - ए - इत्तेहादुल मुस्लमीन के वकील असादुद्दीन ओवैसी, कांग्रेस के पूर्व मंत्री मोहम्मद जानी और टीडीपी के लाल जान बाशा ने बताया कि उन्होंने अदालत के समक्ष अपना पक्ष रखा कि राज्य की ८० प्रतिशत मुस्लिम आबादी सामाजिक, आर्थिक एवं शैक्षणिक रूप से पिछड़ी हुई है और सरकारी नौकरियों में उनका प्रतिशत नगण्य है ।","वरिष्ठ वकील रामचंदर राव, मजलिस-ए-इत्तेहादुल मुस्लमीन के वकील असादुद्दीन ओवैसी, कांग्रेस के पूर्व मंत्री मोहम्मद जानी और टीडीपी के लाल जान बाशा ने बताया कि उन्होंने अदालत के समक्ष अपना पक्ष रखा कि राज्य की ८० प्रतिशत मुस्लिम आबादी सामाजिक, आर्थिक एवं शैक्षणिक रूप से पिछड़ी हुई है और सरकारी नौकरियों में उनका प्रतिशत नगण्य है।"
train,train-s11047,राव ने कहा कि 'अगर किसी दूसरे संप्रदाय की पिछड़ी जाति के किसी व्यक्ति को आरक्षण मिल सकता है तो आखिर अल्पसंख्यक समुदाय (मुस्लिम) के किसी व्यक्ति को यह सुविधा क्यों नहीं मिलनी चाहिए,राव ने कहा कि 'अगर किसी दूसरे संप्रदाय की पिछड़ी जाति के किसी व्यक्ति को आरक्षण मिल सकता है तो आखिर अल्पसंख्यक समुदाय (मुस्लिम) के किसी व्यक्ति को यह सुविधा क्यों नहीं मिलनी चाहिए
train,train-s11048,"उन्होंने यह भी कहा कि राज्य में मुसलमानों को सिर्फ अल्पसंख्यक समुदाय के होने के कारण ही आरक्षण देने की जरूरत नहीं है, बल्कि इसलिए भी कि वे पिछड़े वर्गो का एक बहुत बड़ा हिस्सा हैं ।","उन्होंने यह भी कहा कि राज्य में मुसलमानों को सिर्फ अल्पसंख्यक समुदाय के होने के कारण ही आरक्षण देने की जरूरत नहीं है, बल्कि इसलिए भी कि वे पिछड़े वर्गो का एक बहुत बड़ा हिस्सा हैं।"
train,train-s11049,राव ने कहा कि आरक्षण देने के लिए सरकार का फैसला मुसलमानों की स्थिति के मद्देनजर संग्रह किए गए आंकड़ों पर आधारित है और सरकार द्वारा पिछड़े वर्गो के लिए गठित आंध्र प्रदेश आयोग से मशविरा आवश्यक नहीं है ।,राव ने कहा कि आरक्षण देने के लिए सरकार का फैसला मुसलमानों की स्थिति के मद्देनजर संग्रह किए गए आंकड़ों पर आधारित है और सरकार द्वारा पिछड़े वर्गो के लिए गठित आंध्र प्रदेश आयोग से मशविरा आवश्यक नहीं है।
train,train-s11050,"बहरहाल, याचिका कर्ताओं की ओर से अदालत में मौजूद हुए वकील डी. वी. सीताराम मूर्ति ने कहा कि 'अल्पसंख्यक कल्याण रिपोर्ट' को पीठ के समक्ष पेश किया गया था ।","बहरहाल, याचिका कर्ताओं की ओर से अदालत में मौजूद हुए वकील डी. वी. सीताराम मूर्ति ने कहा कि 'अल्पसंख्यक कल्याण रिपोर्ट' को पीठ के समक्ष पेश किया गया था।"
train,train-s11053,उन्होंने कहा कि सरकार के इस फैसले से सामाजिक एवं आर्थिक दृष्टि से पिछड़े मुसलमानों की स्थिति सुधरेगी ।,उन्होंने कहा कि सरकार के इस फैसले से सामाजिक एवं आर्थिक दृष्टि से पिछड़े मुसलमानों की स्थिति सुधरेगी।
train,train-s11060,जबकि अभिनेत्री का आरोप है कि भंडारकर ने उसे फिल्म में लेने और उससे शादी करने का वादा करके १६ दफा उसका यौन उत्पीड़न किया ।,जबकि अभिनेत्री का आरोप है कि भंडारकर ने उसे फिल्म में लेने और उससे शादी करने का वादा करके १६ दफा उसका यौन उत्पीड़न किया।
train,train-s11065,उरी - मुजफ्फराबाद और सुचेतगढ़ - सियालकोट मार्ग खोले जाने के सवाल पर उन्होंने कहा कि सीमा पर सेना की कटौती नहीं होगी ।,उरी-मुजफ्फराबाद और सुचेतगढ़-सियालकोट मार्ग खोले जाने के सवाल पर उन्होंने कहा कि सीमा पर सेना की कटौती नहीं होगी।
train,train-s11071,रक्षा मंत्री ने सीमा पर तैनात भारतीय जवानों के साथ 'बड़ा खाना' खाया ।,रक्षा मंत्री ने सीमा पर तैनात भारतीय जवानों के साथ 'बड़ा खाना' खाया।
train,train-s11085,भाजपा प्रवक्ता यशवंत सिन्हा ने गोवा के राज्यपाल केदारनाथ साहनी को हटाए जाने के प्रयासों की कड़ी निंदा की ।,भाजपा प्रवक्ता यशवंत सिन्हा ने गोवा के राज्यपाल केदारनाथ साहनी को हटाए जाने के प्रयासों की कड़ी निंदा की।
train,train-s11089,अनपरा - ओबरा ४०० के. वी. पारेषण लाइन में आई गड़बड़ी के कारण अनपरा व ओबरा बिजलीघरों की ज्यादातर इकाइयां एकाएक बंद हो गई ।,अनपरा-ओबरा ४०० के. वी. पारेषण लाइन में आई गड़बड़ी के कारण अनपरा व ओबरा बिजलीघरों की ज्यादातर इकाइयां एकाएक बंद हो गई।
train,train-s11096,सवेरे नौ बजे से दोपहर ढाई बजे तक भी बिजली नहीं आई तो शक्ति भवन में फोन खड़कने शुरु हो गए ।,सवेरे नौ बजे से दोपहर ढाई बजे तक भी बिजली नहीं आई तो शक्ति भवन में फोन खड़कने शुरु हो गए।
train,train-s11097,तभी पता लगा कि दोपहर करीब १.२० बजे अनपरा - ओबरा ४०० के. वी. पारेषण लाइन के ओबरा छोर पर सर्किट ब्रेकर में गड़बड़ी होने से यह लाइन निष्क्रिय हो गई ।,तभी पता लगा कि दोपहर करीब १.२० बजे अनपरा-ओबरा ४०० के. वी. पारेषण लाइन के ओबरा छोर पर सर्किट ब्रेकर में गड़बड़ी होने से यह लाइन निष्क्रिय हो गई।
train,train-s11100,जिससे आपूर्ति व्यवस्था बुरी तरह लड़खड़ा गई ।,जिससे आपूर्ति व्यवस्था बुरी तरह लड़खड़ा गई।
train,train-s11101,"जिस समय गड़बड़ी हुई, उस समय बिजलीघरों में लगभग २,१०० मेगावाट उत्पादन हो रहा था जो एकाएक शून्य पर पहुँच गया ।","जिस समय गड़बड़ी हुई, उस समय बिजलीघरों में लगभग २,१०० मेगावाट उत्पादन हो रहा था जो एकाएक शून्य पर पहुँच गया।"
train,train-s11105,लखनऊ के नींबू पार्क और एसजीपीजीआई पारेषण उपकेंद्रों को छोड़कर पूरे प्रदेश में बिजली की आकस्मिक कटौती कर दी गई ।,लखनऊ के नींबू पार्क और एसजीपीजीआई पारेषण उपकेंद्रों को छोड़कर पूरे प्रदेश में बिजली की आकस्मिक कटौती कर दी गई।
train,train-s11109,शाम को अनपरा की २१० मेगावाट की एक तथा ओबरा की २०० मेगावाट की १३ नंबर इकाई को चालू भी कर दिया गया किंतु तकनीकी गड़बड़ी के कारण अनपरा की ५०० मेगावाट क्षमता की चार नंबर तथा २१० मेगावाट क्षमता की दो नंबर इकाई को फिलहाल चलाना संभव नहीं होगा ।,शाम को अनपरा की २१० मेगावाट की एक तथा ओबरा की २०० मेगावाट की १३ नंबर इकाई को चालू भी कर दिया गया किंतु तकनीकी गड़बड़ी के कारण अनपरा की ५०० मेगावाट क्षमता की चार नंबर तथा २१० मेगावाट क्षमता की दो नंबर इकाई को फिलहाल चलाना संभव नहीं होगा।
train,train-s11123,जनता दल (यू) ने कहा है कि भाजपा से कुछ मुद्दों पर मतभेद होने के बावजूद दोनों दलों के गठबंधन पर कोई असर नहीं पड़ेगा ।,जनता दल (यू) ने कहा है कि भाजपा से कुछ मुद्दों पर मतभेद होने के बावजूद दोनों दलों के गठबंधन पर कोई असर नहीं पड़ेगा।
train,train-s11126,"शरद यादव गैर सहायता प्राप्त शिक्षण संस्थानों में अनुसूचित जाति, अनुसूचित जनजाति और आर्थिक रूप से पिछड़े वर्गों को आरक्षण के लिए संविधान संशोधन और संसद से दागी मंत्रियों के निष्कासन को लेकर दोनों पार्टियों के बीच पैदा हुए मतभेद पर संवाददाताओं के सवालों का जवाब दे रहे थे ।","शरद यादव गैर सहायता प्राप्त शिक्षण संस्थानों में अनुसूचित जाति, अनुसूचित जनजाति और आर्थिक रूप से पिछड़े वर्गों को आरक्षण के लिए संविधान संशोधन और संसद से दागी मंत्रियों के निष्कासन को लेकर दोनों पार्टियों के बीच पैदा हुए मतभेद पर संवाददाताओं के सवालों का जवाब दे रहे थे।"
