sent_id,sentence_text,token_form,deprel,case_marker,rule_id,decision_type,confidence,karaka_candidates,reason
train-s24,यह संग्रहालय भी सोमवार को छोड़कर पूरे सप्ताह 9 बजे से 5 बजे तक खुला रहता है ।,यह,det,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s24,यह संग्रहालय भी सोमवार को छोड़कर पूरे सप्ताह 9 बजे से 5 बजे तक खुला रहता है ।,संग्रहालय,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s24,यह संग्रहालय भी सोमवार को छोड़कर पूरे सप्ताह 9 बजे से 5 बजे तक खुला रहता है ।,भी,dep,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s24,यह संग्रहालय भी सोमवार को छोड़कर पूरे सप्ताह 9 बजे से 5 बजे तक खुला रहता है ।,सोमवार,obl,को,,no_decision,none,,No v1 rule applies for deprel='obl' with case_marker='को'.
train-s24,यह संग्रहालय भी सोमवार को छोड़कर पूरे सप्ताह 9 बजे से 5 बजे तक खुला रहता है ।,को,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s24,यह संग्रहालय भी सोमवार को छोड़कर पूरे सप्ताह 9 बजे से 5 बजे तक खुला रहता है ।,छोड़कर,advcl,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s24,यह संग्रहालय भी सोमवार को छोड़कर पूरे सप्ताह 9 बजे से 5 बजे तक खुला रहता है ।,पूरे,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s24,यह संग्रहालय भी सोमवार को छोड़कर पूरे सप्ताह 9 बजे से 5 बजे तक खुला रहता है ।,सप्ताह,obl,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s24,यह संग्रहालय भी सोमवार को छोड़कर पूरे सप्ताह 9 बजे से 5 बजे तक खुला रहता है ।,9,nummod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s24,यह संग्रहालय भी सोमवार को छोड़कर पूरे सप्ताह 9 बजे से 5 बजे तक खुला रहता है ।,बजे,nmod,से,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='से'.
train-s24,यह संग्रहालय भी सोमवार को छोड़कर पूरे सप्ताह 9 बजे से 5 बजे तक खुला रहता है ।,से,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s24,यह संग्रहालय भी सोमवार को छोड़कर पूरे सप्ताह 9 बजे से 5 बजे तक खुला रहता है ।,5,nummod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s24,यह संग्रहालय भी सोमवार को छोड़कर पूरे सप्ताह 9 बजे से 5 बजे तक खुला रहता है ।,बजे,obl,तक,,no_decision,none,,No v1 rule applies for deprel='obl' with case_marker='तक'.
train-s24,यह संग्रहालय भी सोमवार को छोड़कर पूरे सप्ताह 9 बजे से 5 बजे तक खुला रहता है ।,तक,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s24,यह संग्रहालय भी सोमवार को छोड़कर पूरे सप्ताह 9 बजे से 5 बजे तक खुला रहता है ।,खुला,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s24,यह संग्रहालय भी सोमवार को छोड़कर पूरे सप्ताह 9 बजे से 5 बजे तक खुला रहता है ।,रहता,aux,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s24,यह संग्रहालय भी सोमवार को छोड़कर पूरे सप्ताह 9 बजे से 5 बजे तक खुला रहता है ।,है,aux:pass,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s24,यह संग्रहालय भी सोमवार को छोड़कर पूरे सप्ताह 9 बजे से 5 बजे तक खुला रहता है ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s25,बड़ी झील से लगी पहाड़ी पर यह सफारी उद्यान स्थित है ।,बड़ी,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s25,बड़ी झील से लगी पहाड़ी पर यह सफारी उद्यान स्थित है ।,झील,obl,से,R4,ambiguous,low-medium,Karaṇa|Apādāna,obl with से postposition — instrument (Karaṇa) or source (Apādāna); cannot disambiguate in v1.
train-s25,बड़ी झील से लगी पहाड़ी पर यह सफारी उद्यान स्थित है ।,से,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s25,बड़ी झील से लगी पहाड़ी पर यह सफारी उद्यान स्थित है ।,लगी,acl,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s25,बड़ी झील से लगी पहाड़ी पर यह सफारी उद्यान स्थित है ।,पहाड़ी,nmod,पर,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='पर'.
train-s25,बड़ी झील से लगी पहाड़ी पर यह सफारी उद्यान स्थित है ।,पर,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s25,बड़ी झील से लगी पहाड़ी पर यह सफारी उद्यान स्थित है ।,यह,det,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s25,बड़ी झील से लगी पहाड़ी पर यह सफारी उद्यान स्थित है ।,सफारी,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s25,बड़ी झील से लगी पहाड़ी पर यह सफारी उद्यान स्थित है ।,उद्यान,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s25,बड़ी झील से लगी पहाड़ी पर यह सफारी उद्यान स्थित है ।,स्थित,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s25,बड़ी झील से लगी पहाड़ी पर यह सफारी उद्यान स्थित है ।,है,cop,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s25,बड़ी झील से लगी पहाड़ी पर यह सफारी उद्यान स्थित है ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s26,यह 445 हैक्टेयर में फैला है ।,यह,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s26,यह 445 हैक्टेयर में फैला है ।,445,nummod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s26,यह 445 हैक्टेयर में फैला है ।,हैक्टेयर,obl,में,R2,confirmed,medium-high,Adhikaraṇa,obl with में postposition — locative/locus pattern for Adhikaraṇa.
train-s26,यह 445 हैक्टेयर में फैला है ।,में,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s26,यह 445 हैक्टेयर में फैला है ।,फैला,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s26,यह 445 हैक्टेयर में फैला है ।,है,aux,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s26,यह 445 हैक्टेयर में फैला है ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s27,प्राकृतिक सुंदरता के बीच आप विभिन्न प्रकार के शाकाहारी और माँसाहारी प्राणियों को देखने का आनंद उठा सकते हैं ।,प्राकृतिक,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s27,प्राकृतिक सुंदरता के बीच आप विभिन्न प्रकार के शाकाहारी और माँसाहारी प्राणियों को देखने का आनंद उठा सकते हैं ।,सुंदरता,obl,के,,no_decision,none,,No v1 rule applies for deprel='obl' with case_marker='के'.
train-s27,प्राकृतिक सुंदरता के बीच आप विभिन्न प्रकार के शाकाहारी और माँसाहारी प्राणियों को देखने का आनंद उठा सकते हैं ।,के,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s27,प्राकृतिक सुंदरता के बीच आप विभिन्न प्रकार के शाकाहारी और माँसाहारी प्राणियों को देखने का आनंद उठा सकते हैं ।,बीच,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s27,प्राकृतिक सुंदरता के बीच आप विभिन्न प्रकार के शाकाहारी और माँसाहारी प्राणियों को देखने का आनंद उठा सकते हैं ।,आप,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s27,प्राकृतिक सुंदरता के बीच आप विभिन्न प्रकार के शाकाहारी और माँसाहारी प्राणियों को देखने का आनंद उठा सकते हैं ।,विभिन्न,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s27,प्राकृतिक सुंदरता के बीच आप विभिन्न प्रकार के शाकाहारी और माँसाहारी प्राणियों को देखने का आनंद उठा सकते हैं ।,प्रकार,nmod,के,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='के'.
train-s27,प्राकृतिक सुंदरता के बीच आप विभिन्न प्रकार के शाकाहारी और माँसाहारी प्राणियों को देखने का आनंद उठा सकते हैं ।,के,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s27,प्राकृतिक सुंदरता के बीच आप विभिन्न प्रकार के शाकाहारी और माँसाहारी प्राणियों को देखने का आनंद उठा सकते हैं ।,शाकाहारी,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s27,प्राकृतिक सुंदरता के बीच आप विभिन्न प्रकार के शाकाहारी और माँसाहारी प्राणियों को देखने का आनंद उठा सकते हैं ।,और,cc,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s27,प्राकृतिक सुंदरता के बीच आप विभिन्न प्रकार के शाकाहारी और माँसाहारी प्राणियों को देखने का आनंद उठा सकते हैं ।,माँसाहारी,conj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s27,प्राकृतिक सुंदरता के बीच आप विभिन्न प्रकार के शाकाहारी और माँसाहारी प्राणियों को देखने का आनंद उठा सकते हैं ।,प्राणियों,obj,को,R5,ambiguous,low-medium,Karma|Sampradāna,obj/iobj with को postposition — patient (Karma) or recipient (Sampradāna); cannot disambiguate in v1.
train-s27,प्राकृतिक सुंदरता के बीच आप विभिन्न प्रकार के शाकाहारी और माँसाहारी प्राणियों को देखने का आनंद उठा सकते हैं ।,को,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s27,प्राकृतिक सुंदरता के बीच आप विभिन्न प्रकार के शाकाहारी और माँसाहारी प्राणियों को देखने का आनंद उठा सकते हैं ।,देखने,nmod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s27,प्राकृतिक सुंदरता के बीच आप विभिन्न प्रकार के शाकाहारी और माँसाहारी प्राणियों को देखने का आनंद उठा सकते हैं ।,का,mark,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s27,प्राकृतिक सुंदरता के बीच आप विभिन्न प्रकार के शाकाहारी और माँसाहारी प्राणियों को देखने का आनंद उठा सकते हैं ।,आनंद,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s27,प्राकृतिक सुंदरता के बीच आप विभिन्न प्रकार के शाकाहारी और माँसाहारी प्राणियों को देखने का आनंद उठा सकते हैं ।,उठा,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s27,प्राकृतिक सुंदरता के बीच आप विभिन्न प्रकार के शाकाहारी और माँसाहारी प्राणियों को देखने का आनंद उठा सकते हैं ।,सकते,aux,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s27,प्राकृतिक सुंदरता के बीच आप विभिन्न प्रकार के शाकाहारी और माँसाहारी प्राणियों को देखने का आनंद उठा सकते हैं ।,हैं,aux:pass,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s27,प्राकृतिक सुंदरता के बीच आप विभिन्न प्रकार के शाकाहारी और माँसाहारी प्राणियों को देखने का आनंद उठा सकते हैं ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,यह,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,मंगलवार,obl,को,,no_decision,none,,No v1 rule applies for deprel='obl' with case_marker='को'.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,को,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,छोड़कर,advcl,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,हर,det,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,दिन,obl,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,सुबह,nmod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,7,nmod,से,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='से'.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,से,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,11,obl,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,और,cc,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,3,nmod,से,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='से'.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,से,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,5,nummod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,बजे,nmod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,शाम,conj,तक,,no_decision,none,,No v1 rule applies for deprel='conj' with case_marker='तक'.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,तक,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,खुला,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,रहता,aux,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,है,aux:pass,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s28,यह मंगलवार को छोड़कर हर दिन सुबह 7 से 11 और 3 से 5 बजे शाम तक खुला रहता है ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s29,यह मूल रूप से विज्ञान संग्रहालय है जो श्यामला हिल्स की खूबसूरती के बीच स्थित है ।,यह,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s29,यह मूल रूप से विज्ञान संग्रहालय है जो श्यामला हिल्स की खूबसूरती के बीच स्थित है ।,मूल,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s29,यह मूल रूप से विज्ञान संग्रहालय है जो श्यामला हिल्स की खूबसूरती के बीच स्थित है ।,रूप,obl,से,R4,ambiguous,low-medium,Karaṇa|Apādāna,obl with से postposition — instrument (Karaṇa) or source (Apādāna); cannot disambiguate in v1.
train-s29,यह मूल रूप से विज्ञान संग्रहालय है जो श्यामला हिल्स की खूबसूरती के बीच स्थित है ।,से,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s29,यह मूल रूप से विज्ञान संग्रहालय है जो श्यामला हिल्स की खूबसूरती के बीच स्थित है ।,विज्ञान,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s29,यह मूल रूप से विज्ञान संग्रहालय है जो श्यामला हिल्स की खूबसूरती के बीच स्थित है ।,संग्रहालय,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s29,यह मूल रूप से विज्ञान संग्रहालय है जो श्यामला हिल्स की खूबसूरती के बीच स्थित है ।,है,cop,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s29,यह मूल रूप से विज्ञान संग्रहालय है जो श्यामला हिल्स की खूबसूरती के बीच स्थित है ।,जो,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s29,यह मूल रूप से विज्ञान संग्रहालय है जो श्यामला हिल्स की खूबसूरती के बीच स्थित है ।,श्यामला,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s29,यह मूल रूप से विज्ञान संग्रहालय है जो श्यामला हिल्स की खूबसूरती के बीच स्थित है ।,हिल्स,nmod,की,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='की'.
train-s29,यह मूल रूप से विज्ञान संग्रहालय है जो श्यामला हिल्स की खूबसूरती के बीच स्थित है ।,की,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s29,यह मूल रूप से विज्ञान संग्रहालय है जो श्यामला हिल्स की खूबसूरती के बीच स्थित है ।,खूबसूरती,nmod,के,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='के'.
train-s29,यह मूल रूप से विज्ञान संग्रहालय है जो श्यामला हिल्स की खूबसूरती के बीच स्थित है ।,के,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s29,यह मूल रूप से विज्ञान संग्रहालय है जो श्यामला हिल्स की खूबसूरती के बीच स्थित है ।,बीच,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s29,यह मूल रूप से विज्ञान संग्रहालय है जो श्यामला हिल्स की खूबसूरती के बीच स्थित है ।,स्थित,acl:relcl,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s29,यह मूल रूप से विज्ञान संग्रहालय है जो श्यामला हिल्स की खूबसूरती के बीच स्थित है ।,है,cop,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s29,यह मूल रूप से विज्ञान संग्रहालय है जो श्यामला हिल्स की खूबसूरती के बीच स्थित है ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s30,यहाँ इन्वेंशन और फन साइंस गैलरी हैं और एक तारामंडल नाम का प्लेनेटेरियम भी है ।,यहाँ,nmod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s30,यहाँ इन्वेंशन और फन साइंस गैलरी हैं और एक तारामंडल नाम का प्लेनेटेरियम भी है ।,इन्वेंशन,nmod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s30,यहाँ इन्वेंशन और फन साइंस गैलरी हैं और एक तारामंडल नाम का प्लेनेटेरियम भी है ।,और,cc,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s30,यहाँ इन्वेंशन और फन साइंस गैलरी हैं और एक तारामंडल नाम का प्लेनेटेरियम भी है ।,फन,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s30,यहाँ इन्वेंशन और फन साइंस गैलरी हैं और एक तारामंडल नाम का प्लेनेटेरियम भी है ।,साइंस,conj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s30,यहाँ इन्वेंशन और फन साइंस गैलरी हैं और एक तारामंडल नाम का प्लेनेटेरियम भी है ।,गैलरी,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s30,यहाँ इन्वेंशन और फन साइंस गैलरी हैं और एक तारामंडल नाम का प्लेनेटेरियम भी है ।,हैं,cop,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s30,यहाँ इन्वेंशन और फन साइंस गैलरी हैं और एक तारामंडल नाम का प्लेनेटेरियम भी है ।,और,cc,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s30,यहाँ इन्वेंशन और फन साइंस गैलरी हैं और एक तारामंडल नाम का प्लेनेटेरियम भी है ।,एक,nummod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s30,यहाँ इन्वेंशन और फन साइंस गैलरी हैं और एक तारामंडल नाम का प्लेनेटेरियम भी है ।,तारामंडल,nmod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s30,यहाँ इन्वेंशन और फन साइंस गैलरी हैं और एक तारामंडल नाम का प्लेनेटेरियम भी है ।,नाम,nmod,का,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='का'.
train-s30,यहाँ इन्वेंशन और फन साइंस गैलरी हैं और एक तारामंडल नाम का प्लेनेटेरियम भी है ।,का,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s30,यहाँ इन्वेंशन और फन साइंस गैलरी हैं और एक तारामंडल नाम का प्लेनेटेरियम भी है ।,प्लेनेटेरियम,conj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s30,यहाँ इन्वेंशन और फन साइंस गैलरी हैं और एक तारामंडल नाम का प्लेनेटेरियम भी है ।,भी,dep,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s30,यहाँ इन्वेंशन और फन साइंस गैलरी हैं और एक तारामंडल नाम का प्लेनेटेरियम भी है ।,है,cop,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s30,यहाँ इन्वेंशन और फन साइंस गैलरी हैं और एक तारामंडल नाम का प्लेनेटेरियम भी है ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s31,यह सोमवार को छोड़कर हर दिन सुबह 10.30 से 6.30 तक खुला रहता है ।,यह,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s31,यह सोमवार को छोड़कर हर दिन सुबह 10.30 से 6.30 तक खुला रहता है ।,सोमवार,obl,को,,no_decision,none,,No v1 rule applies for deprel='obl' with case_marker='को'.
train-s31,यह सोमवार को छोड़कर हर दिन सुबह 10.30 से 6.30 तक खुला रहता है ।,को,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s31,यह सोमवार को छोड़कर हर दिन सुबह 10.30 से 6.30 तक खुला रहता है ।,छोड़कर,advcl,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s31,यह सोमवार को छोड़कर हर दिन सुबह 10.30 से 6.30 तक खुला रहता है ।,हर,det,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s31,यह सोमवार को छोड़कर हर दिन सुबह 10.30 से 6.30 तक खुला रहता है ।,दिन,obl,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s31,यह सोमवार को छोड़कर हर दिन सुबह 10.30 से 6.30 तक खुला रहता है ।,सुबह,nmod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s31,यह सोमवार को छोड़कर हर दिन सुबह 10.30 से 6.30 तक खुला रहता है ।,10.30,nmod,से,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='से'.
train-s31,यह सोमवार को छोड़कर हर दिन सुबह 10.30 से 6.30 तक खुला रहता है ।,से,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s31,यह सोमवार को छोड़कर हर दिन सुबह 10.30 से 6.30 तक खुला रहता है ।,6.30,obl,तक,,no_decision,none,,No v1 rule applies for deprel='obl' with case_marker='तक'.
train-s31,यह सोमवार को छोड़कर हर दिन सुबह 10.30 से 6.30 तक खुला रहता है ।,तक,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s31,यह सोमवार को छोड़कर हर दिन सुबह 10.30 से 6.30 तक खुला रहता है ।,खुला,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s31,यह सोमवार को छोड़कर हर दिन सुबह 10.30 से 6.30 तक खुला रहता है ।,रहता,aux,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s31,यह सोमवार को छोड़कर हर दिन सुबह 10.30 से 6.30 तक खुला रहता है ।,है,aux:pass,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s31,यह सोमवार को छोड़कर हर दिन सुबह 10.30 से 6.30 तक खुला रहता है ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s32,"शहर के बीच स्थित चौक में पुरानी मस्जिद, हवेलियाँ अतीत की स्मृति दिलाते हैं ।",शहर,obl,के,,no_decision,none,,No v1 rule applies for deprel='obl' with case_marker='के'.
train-s32,"शहर के बीच स्थित चौक में पुरानी मस्जिद, हवेलियाँ अतीत की स्मृति दिलाते हैं ।",के,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s32,"शहर के बीच स्थित चौक में पुरानी मस्जिद, हवेलियाँ अतीत की स्मृति दिलाते हैं ।",बीच,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s32,"शहर के बीच स्थित चौक में पुरानी मस्जिद, हवेलियाँ अतीत की स्मृति दिलाते हैं ।",स्थित,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s32,"शहर के बीच स्थित चौक में पुरानी मस्जिद, हवेलियाँ अतीत की स्मृति दिलाते हैं ।",चौक,obl,में,R2,confirmed,medium-high,Adhikaraṇa,obl with में postposition — locative/locus pattern for Adhikaraṇa.
train-s32,"शहर के बीच स्थित चौक में पुरानी मस्जिद, हवेलियाँ अतीत की स्मृति दिलाते हैं ।",में,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s32,"शहर के बीच स्थित चौक में पुरानी मस्जिद, हवेलियाँ अतीत की स्मृति दिलाते हैं ।",पुरानी,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s32,"शहर के बीच स्थित चौक में पुरानी मस्जिद, हवेलियाँ अतीत की स्मृति दिलाते हैं ।",मस्जिद,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s32,"शहर के बीच स्थित चौक में पुरानी मस्जिद, हवेलियाँ अतीत की स्मृति दिलाते हैं ।",",",punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s32,"शहर के बीच स्थित चौक में पुरानी मस्जिद, हवेलियाँ अतीत की स्मृति दिलाते हैं ।",हवेलियाँ,conj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s32,"शहर के बीच स्थित चौक में पुरानी मस्जिद, हवेलियाँ अतीत की स्मृति दिलाते हैं ।",अतीत,nmod,की,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='की'.
train-s32,"शहर के बीच स्थित चौक में पुरानी मस्जिद, हवेलियाँ अतीत की स्मृति दिलाते हैं ।",की,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s32,"शहर के बीच स्थित चौक में पुरानी मस्जिद, हवेलियाँ अतीत की स्मृति दिलाते हैं ।",स्मृति,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
